budget,genres,id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,genre_names
30000000,"[{'id': 18, 'name': 'Drama'}]",9763,16.541791,2005-06-06,27610873,118.0,Goal!: The Dream Begins,6.6,238,['Drama']
33000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",12596,9.060642,1999-04-23,0,124.0,Pushing Tin,5.7,116,"['Comedy', 'Drama']"
32350000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1892,46.509071,1983-05-23,572700000,135.0,Return of the Jedi,7.9,4665,"['Adventure', 'Action', 'Science Fiction']"
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",13460,21.538222,2008-03-14,22211426,108.0,Doomsday,5.8,363,"['Action', 'Thriller', 'Science Fiction']"
32000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8055,33.923786,2008-12-10,113019290,124.0,The Reader,7.2,813,"['Drama', 'Romance']"
32000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",9294,15.039407,1996-07-05,152036382,123.0,Phenomenon,6.2,323,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']"
0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9647,21.620317,1988-11-22,60328000,101.0,Scrooged,6.7,390,"['Fantasy', 'Comedy', 'Drama']"
32500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",55721,17.107065,2011-04-28,288383523,125.0,Bridesmaids,6.5,1661,"['Comedy', 'Romance']"
32000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",109414,38.21708,2013-06-12,126041322,107.0,This Is the End,6.3,2359,"['Action', 'Comedy']"
29000000,"[{'id': 27, 'name': 'Horror'}]",10307,14.993169,1999-09-10,50041732,103.0,Stigmata,6.0,242,['Horror']
32000000,"[{'id': 18, 'name': 'Drama'}]",11978,24.147269,2000-09-13,48814909,129.0,Men of Honor,7.0,544,['Drama']
32000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",22907,18.47242,2010-08-26,69055695,107.0,Takers,6.0,394,"['Action', 'Crime', 'Drama', 'Thriller']"
32000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",38322,15.901137,2011-02-16,83615414,107.0,"Big Mommas: Like Father, Like Son",5.3,313,"['Crime', 'Comedy', 'Action']"
32000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7305,14.48851,1993-01-15,36733909,120.0,Alive,6.7,374,"['Action', 'Adventure', 'Drama', 'Thriller']"
30000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",3594,23.197408,2007-02-23,77566815,101.0,The Number 23,6.3,1018,"['Thriller', 'Drama', 'Mystery']"
33000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",157841,10.651202,2013-10-16,9494789,105.0,The Young and Prodigious T.S. Spivet,6.7,232,"['Adventure', 'Drama', 'Family']"
35000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",11519,10.032626,1979-12-13,31755742,113.0,1941,5.6,143,"['Action', 'Comedy']"
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",12920,6.048743,2005-09-10,0,106.0,Dreamer: Inspired By a True Story,6.3,67,"['Drama', 'Family']"
32000000,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",12106,16.473355,1995-02-09,18552460,107.0,The Quick and the Dead,6.3,427,"['Action', 'Western']"
32000000,"[{'id': 18, 'name': 'Drama'}]",8649,15.560918,1999-10-22,0,121.0,Bringing Out the Dead,6.6,225,['Drama']
32000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",31867,25.799697,2010-03-18,18409891,111.0,Repo Men,6.2,620,"['Action', 'Science Fiction', 'Thriller', 'Crime']"
32000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",3587,3.379454,1996-09-06,0,110.0,Bogus,5.4,44,"['Fantasy', 'Comedy', 'Family']"
0,"[{'id': 18, 'name': 'Drama'}]",32274,4.901553,1999-12-10,0,132.0,Cradle Will Rock,7.2,18,['Drama']
32000000,"[{'id': 10752, 'name': 'War'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",182,5.347936,2006-12-08,5914908,108.0,The Good German,5.9,86,"['War', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']"
31500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",28,49.973462,1979-08-15,89460381,153.0,Apocalypse Now,8.0,2055,"['Drama', 'War']"
32000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",38073,13.611544,2010-09-01,42045846,102.0,Going the Distance,6.0,262,"['Comedy', 'Drama', 'Romance']"
0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",2054,6.775294,1995-12-29,106269971,137.0,Mr. Holland's Opus,6.9,113,"['Music', 'Drama', 'Family']"
31500000,"[{'id': 28, 'name': 'Action'}]",302156,27.891012,2016-04-14,14708696,113.0,Criminal,5.7,557,['Action']
31000000,"[{'id': 18, 'name': 'Drama'}]",606,13.864975,1985-12-20,128499205,161.0,Out of Africa,7.0,279,['Drama']
31000000,"[{'id': 18, 'name': 'Drama'}]",87502,42.213765,2012-11-02,161772375,138.0,Flight,6.5,2415,['Drama']
34000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",698,29.887404,1979-06-26,210308099,126.0,Moonraker,5.9,541,"['Action', 'Adventure', 'Thriller', 'Science Fiction']"
31000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",11313,7.06762,2001-09-07,24185781,101.0,Hearts in Atlantis,6.4,131,"['Drama', 'Mystery']"
31000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",6488,15.895661,1990-08-09,53208180,103.0,Arachnophobia,6.2,433,"['Comedy', 'Horror']"
31000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",10559,19.258041,2000-04-28,68106245,118.0,Frequency,7.0,462,"['Crime', 'Drama', 'Science Fiction', 'Thriller']"
30250000,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",8012,15.585138,1995-10-20,115101622,105.0,Get Shorty,6.4,302,"['Comedy', 'Thriller', 'Crime']"
45000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",1574,32.217425,2002-12-26,306776732,113.0,Chicago,6.9,677,"['Action', 'Comedy', 'Crime', 'Drama', 'Music']"
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2770,36.432598,2001-08-10,287553595,108.0,American Pie 2,6.0,1344,"['Comedy', 'Romance']"
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",1637,49.526736,1994-06-09,350448145,116.0,Speed,6.8,1783,"['Action', 'Adventure', 'Crime']"
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",72570,26.780961,2012-02-05,196114570,104.0,The Vow,7.0,1293,"['Drama', 'Romance']"
31000000,"[{'id': 18, 'name': 'Drama'}]",27569,6.487344,2010-01-21,15134293,105.0,Extraordinary Measures,6.0,89,['Drama']
30000000,"[{'id': 18, 'name': 'Drama'}]",10637,25.996219,2000-09-29,136706683,113.0,Remember the Titans,7.4,821,['Drama']
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1669,46.212155,1990-03-02,199200000,134.0,The Hunt for Red October,7.2,957,"['Action', 'Adventure', 'Thriller']"
25000000,"[{'id': 18, 'name': 'Drama'}]",132363,32.105328,2013-08-16,115922175,132.0,The Butler,7.2,1101,['Drama']
37000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",9880,40.176265,2001-08-03,165335153,115.0,The Princess Diaries,6.5,1023,"['Comedy', 'Family', 'Romance']"
26000000,"[{'id': 35, 'name': 'Comedy'}]",2925,10.704596,1996-09-20,116400000,102.0,The First Wives Club,6.5,166,['Comedy']
33000000,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",807,79.579532,1995-09-22,327311859,127.0,Se7en,8.1,5765,"['Crime', 'Mystery', 'Thriller']"
30000000,"[{'id': 878, 'name': 'Science Fiction'}]",17654,63.13678,2009-08-05,210819611,112.0,District 9,7.3,3382,['Science Fiction']
25000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",322,31.242999,2003-10-07,156822020,138.0,Mystic River,7.6,1422,"['Thriller', 'Crime', 'Drama', 'Mystery']"
30000000,"[{'id': 18, 'name': 'Drama'}]",70,70.456012,2004-12-15,216763646,132.0,Million Dollar Baby,7.7,2439,['Drama']
80000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",9535,29.415229,1999-03-05,176885658,103.0,Analyze This,6.4,503,"['Comedy', 'Crime']"
29000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",11036,55.109138,2004-06-25,115603229,123.0,The Notebook,7.7,3067,"['Romance', 'Drama']"
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6557,30.695228,2008-01-10,160259319,111.0,27 Dresses,6.1,978,"['Comedy', 'Romance']"
35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",18126,13.788422,2009-04-10,155545279,102.0,Hannah Montana: The Movie,6.0,449,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']"
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10333,3.845231,1991-12-25,74787599,132.0,The Prince of Tides,5.9,56,"['Drama', 'Romance']"
30000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",4476,26.952727,1994-12-16,160638883,133.0,Legends of the Fall,7.2,619,"['Adventure', 'Drama', 'Romance', 'War']"
25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",22947,33.704181,2009-09-05,163670000,109.0,Up in the Air,6.7,1205,"['Drama', 'Romance']"
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2755,19.925026,2002-12-13,105834556,125.0,About Schmidt,6.7,362,"['Drama', 'Comedy']"
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",59967,46.377628,2012-09-26,47042000,118.0,Looper,6.6,4697,"['Action', 'Thriller', 'Science Fiction']"
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",9870,50.670253,2008-04-17,105173115,111.0,Forgetting Sarah Marshall,6.4,1172,"['Comedy', 'Romance', 'Drama']"
45000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",8292,24.694551,2005-08-11,92374674,109.0,Four Brothers,6.7,607,"['Action', 'Crime']"
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9715,7.922716,1998-05-29,0,114.0,Hope Floats,5.8,81,"['Drama', 'Romance']"
53000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",4133,28.350529,2001-04-04,83282296,124.0,Blow,7.4,1317,"['Crime', 'Drama']"
80000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",10207,10.81051,1999-02-22,118880016,131.0,Message in a Bottle,5.8,196,"['Romance', 'Drama']"
30000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",172,19.578249,1989-06-09,70200000,107.0,Star Trek V: The Final Frontier,5.6,376,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
30000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",707,27.230493,1985-05-24,152427960,131.0,A View to a Kill,6.0,506,"['Adventure', 'Action', 'Thriller']"
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6023,29.489274,2007-11-15,156835339,126.0,P.S. I Love You,6.9,977,"['Drama', 'Romance']"
30000000,"[{'id': 35, 'name': 'Comedy'}]",6439,8.058109,2005-01-06,93772522,102.0,Racing Stripes,5.1,123,['Comedy']
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4347,33.369305,2007-08-29,129266061,123.0,Atonement,7.4,1049,"['Drama', 'Romance']"
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",37056,16.52083,2010-05-14,0,105.0,Letters to Juliet,6.6,796,"['Comedy', 'Drama', 'Romance']"
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",4105,11.19602,1989-09-22,45892212,125.0,Black Rain,6.2,243,"['Action', 'Thriller', 'Crime']"
0,"[{'id': 18, 'name': 'Drama'}]",9918,8.305085,2006-01-13,42647449,118.0,Glory Road,7.2,144,['Drama']
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",273481,55.424027,2015-09-17,84025816,121.0,Sicario,7.2,2416,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",307081,65.364452,2015-06-15,91709827,123.0,Southpaw,7.3,2067,"['Action', 'Drama']"
25000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",293863,82.052056,2015-04-16,65663276,112.0,The Age of Adaline,7.4,1990,"['Fantasy', 'Drama', 'Romance']"
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",13156,15.011624,2003-09-19,0,111.0,Secondhand Lions,6.9,260,"['Comedy', 'Drama', 'Family']"
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",41233,25.060342,2010-08-04,159291809,107.0,Step Up 3D,6.6,582,"['Drama', 'Romance']"
25000000,"[{'id': 12, 'name': 'Adventure'}]",9266,11.42943,2002-08-08,51842679,104.0,Blue Crush,5.6,159,['Adventure']
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",1262,32.26789,2006-09-09,53653224,113.0,Stranger Than Fiction,7.1,721,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
30000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",4513,33.394082,2007-10-17,75505973,113.0,30 Days of Night,6.2,767,"['Horror', 'Thriller']"
30000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",9013,12.821329,1988-07-20,38413606,126.0,Midnight Run,7.2,238,"['Adventure', 'Comedy', 'Crime']"
27000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",865,30.131498,1987-11-13,38122105,101.0,The Running Man,6.4,703,"['Action', 'Science Fiction']"
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",50456,31.191975,2011-04-07,63782078,111.0,Hanna,6.5,1263,"['Action', 'Thriller', 'Adventure']"
30000000,"[{'id': 10402, 'name': 'Music'}]",12763,8.999675,2006-03-17,34742066,108.0,Take the Lead,6.6,162,['Music']
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",9766,9.278361,2006-09-15,41480851,125.0,Gridiron Gang,6.5,206,"['Action', 'Adventure', 'Crime', 'Drama']"
30000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",109421,48.237797,2013-02-07,63372757,106.0,Side Effects,6.4,1323,"['Thriller', 'Crime', 'Drama']"
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",11137,17.943945,2004-03-28,0,111.0,The Prince & Me,5.9,278,"['Comedy', 'Romance']"
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9452,4.52363,1998-05-15,29202884,108.0,Bulworth,6.3,66,"['Comedy', 'Drama']"
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",239566,13.064264,2014-08-01,31911598,139.0,Get on Up,6.4,158,"['Drama', 'Music']"
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",53113,2.644427,1998-09-18,0,127.0,One True Thing,6.2,27,"['Drama', 'Romance']"
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",9271,5.301589,1995-08-04,24048000,106.0,Virtuosity,5.4,163,"['Action', 'Crime', 'Science Fiction', 'Thriller']"
30000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",184346,29.359201,2014-07-01,0,118.0,Deliver Us from Evil,5.9,690,"['Thriller', 'Crime', 'Horror']"
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",48340,20.063165,2011-02-03,108609310,108.0,Sanctum,5.8,339,"['Action', 'Thriller']"
35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",14846,6.246199,2004-08-06,22034832,111.0,Little Black Book,5.2,112,"['Comedy', 'Romance', 'Drama']"
30000000,"[{'id': 35, 'name': 'Comedy'}]",72207,27.71063,2012-04-27,53909751,124.0,The Five-Year Engagement,5.7,457,['Comedy']
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",16232,2.850896,2004-06-15,21800302,104.0,Mr. 3000,5.0,66,"['Comedy', 'Drama']"
30000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",43539,34.421696,2010-11-18,51148651,133.0,The Next Three Days,6.9,905,"['Romance', 'Drama', 'Thriller', 'Crime']"
30000000,"[{'id': 53, 'name': 'Thriller'}]",8978,18.706504,2005-01-19,35294470,109.0,Assault on Precinct 13,6.0,311,['Thriller']
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",43347,20.236951,2010-11-22,102820008,112.0,Love & Other Drugs,6.6,1233,"['Drama', 'Comedy', 'Romance']"
30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",3489,16.883429,2007-02-14,16930884,108.0,88 Minutes,5.7,313,"['Crime', 'Mystery', 'Thriller']"
35000000,"[{'id': 18, 'name': 'Drama'}]",9701,12.779201,2005-02-12,25224242,126.0,North Country,6.8,125,['Drama']
26000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",37707,23.227877,2009-10-06,0,104.0,Splice,5.5,671,"['Horror', 'Thriller', 'Science Fiction']"
37000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",10658,11.374306,1986-08-01,37962774,110.0,Howard the Duck,5.1,221,"['Comedy', 'Fantasy', 'Science Fiction']"
30000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",13150,10.703602,2008-09-09,31148328,130.0,Pride and Glory,6.3,240,"['Thriller', 'Crime', 'Drama']"
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",11208,9.301562,2004-09-03,13001257,114.0,Wicker Park,6.7,157,"['Drama', 'Mystery', 'Romance', 'Thriller']"
17000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",58151,18.27083,2011-08-18,24922237,106.0,Fright Night,6.0,603,"['Horror', 'Comedy']"
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",11400,19.106154,2005-12-25,30536013,135.0,The New World,6.4,330,"['Drama', 'History', 'Romance']"
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",76640,43.882857,2013-01-12,0,107.0,The Last Stand,5.7,1266,"['Action', 'Crime', 'Thriller']"
25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",11058,12.10235,2004-04-30,30114487,102.0,Godsend,4.7,114,"['Drama', 'Horror', 'Science Fiction', 'Thriller']"
23000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",14844,3.362045,2004-01-09,12,111.0,Chasing Liberty,6.1,152,"['Comedy', 'Romance']"
30000000,"[{'id': 18, 'name': 'Drama'}]",1947,6.353971,2005-09-09,18618284,108.0,An Unfinished Life,6.7,161,['Drama']
30000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]",8054,37.181019,2009-10-01,64352607,123.0,The Imaginarium of Doctor Parnassus,6.3,869,"['Adventure', 'Fantasy', 'Mystery']"
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",46829,4.952735,2010-10-26,8454301,134.0,Barney's Version,7.2,129,"['Comedy', 'Drama']"
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",9989,8.359599,2001-01-12,18195610,108.0,Antitrust,5.8,153,"['Action', 'Crime', 'Drama']"
18000000,"[{'id': 10752, 'name': 'War'}]",9665,16.102271,1989-12-15,26828365,122.0,Glory,7.4,383,['War']
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",311,49.336397,1984-02-16,0,229.0,Once Upon a Time in America,8.2,1069,"['Drama', 'Crime']"
0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",102362,29.647844,2013-03-08,18074539,118.0,Dead Man Down,5.9,638,"['Thriller', 'Action', 'Crime', 'Drama']"
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11162,12.467267,2004-09-03,0,138.0,The Merchant of Venice,6.7,144,"['Drama', 'Romance']"
0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6016,2.774811,2003-04-03,0,108.0,The Good Thief,6.0,31,"['Crime', 'Drama', 'Thriller']"
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",4512,35.53352,2007-09-02,14711793,160.0,The Assassination of Jesse James by the Coward Robert Ford,7.0,776,"['Action', 'Drama', 'Western']"
30000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",76349,4.065212,2011-07-03,108348,125.0,1911,5.0,41,"['Adventure', 'Drama', 'Action', 'History', 'War']"
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",45610,13.268936,2011-09-23,2527904,129.0,Machine Gun Preacher,6.4,286,"['Action', 'Thriller', 'Crime']"
30000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",1874,12.257654,2007-02-11,0,140.0,Goodbye Bafana,7.0,38,"['History', 'Drama']"
27000000,"[{'id': 18, 'name': 'Drama'}]",271331,6.036684,2014-06-19,0,110.0,United Passions,3.0,16,['Drama']
30000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",215211,10.958697,2014-05-14,0,103.0,Grace of Monaco,5.8,195,"['Romance', 'Drama']"
30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",10955,2.981047,2002-09-02,0,110.0,Ripley's Game,6.6,69,"['Crime', 'Thriller']"
29000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",254470,71.496894,2015-05-07,287506194,115.0,Pitch Perfect 2,6.8,1940,"['Comedy', 'Music']"
28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",69,35.580032,2005-09-13,186438883,136.0,Walk the Line,7.3,718,"['Drama', 'Music', 'Romance']"
30000000,"[{'id': 35, 'name': 'Comedy'}]",4967,8.085872,2000-04-14,37036004,127.0,Keeping the Faith,5.9,159,['Comedy']
